IDvec,vehNum,time,Tm,X,V,A,timeGap
"CACC_5","2",31.9918594860108,-0.103038836415702,335.640024389967,15.5794516236873,-0.187358085089719,0.595261480752574
"CACC_5","2",32.4732493889007,-0.0330778632138241,343.120291175008,15.5032659108958,-0.126316748167331,0.595503528620429
"CACC_5","2",32.948724096087,0.00825454535561276,350.479942851121,15.4591539467922,-0.058930805476479,0.596222440966632
"CACC_5","2",33.4492493508234,0.0595552520648196,358.213026683696,15.4460541802438,0.004827418248705,0.597278298738954
"CACC_5","2",33.9402184014576,0.0809350814526008,365.799328625706,15.4616021068695,0.0571332284975563,0.59847213717207
"CACC_5","2",34.4164265942311,0.0966096960273652,373.170376878455,15.4989120148341,0.0985831258395036,0.599686198614752
"CACC_5","2",34.9133355829146,0.155894906123682,380.885833935362,15.5586575206221,0.143886897667379,0.601098560982725
"CACC_5","2",35.4049208843054,0.178415135930365,388.553664724151,15.6418248200475,0.19414633253777,0.602623411652708
"CACC_5","2",35.8785753636011,0.175113351564689,395.985738317066,15.742674727636,0.22782134536043,0.603953761896035
"CACC_5","2",36.3848544702731,0.1583629149946,403.985810058622,15.8615913591656,0.238044487898796,0.605031992458435
"CACC_5","2",36.837264117355,0.117407465402497,411.185796745833,15.9667023839804,0.222131029705445,0.605547775309012
"CACC_5","2",37.3401119719353,0.0793644044035611,419.24109836734,16.0684813332508,0.180358097687806,0.605609691696625
"CACC_5","2",37.8562442678089,0.0646249472407305,427.556609010499,16.1504967338436,0.140929738025419,0.60542665191122
"CACC_5","2",38.3052942426059,0.0710892378157522,434.822512553115,16.2095168195584,0.124599003721453,0.605281434013255
"CACC_5","2",38.8067575414485,0.0691074301671299,442.966300298825,16.2699640001484,0.117012315619336,0.605136184134891
"CACC_5","2",39.2766472376546,0.06363947318299,450.624054666774,16.3233202224714,0.109939342415395,0.604968884087621
"CACC_5","2",39.7719667564221,0.0595685292977687,458.722473150588,16.3758030711515,0.102053622489154,0.604766814029678
"CACC_5","2",40.2772860061296,0.0569177380275675,467.010206049691,16.4255940648154,0.0952536987666663,0.604555283719578
"CACC_5","2",40.7488899295568,0.0469438300023518,474.766942330256,16.4689694609971,0.087942340027712,0.604327103833934
"CACC_5","2",41.2371170611383,0.0366665246995375,482.817569432518,16.509044695727,0.0755706194401946,0.604021785282895
"CACC_5","2",41.7470284582413,0.0252113717603414,491.244881655582,16.5435643018268,0.0587574910931149,0.603617606535474
"CACC_5","2",42.2211427561313,0.013003991644616,499.094318362915,16.5668827673955,0.0391275123999294,0.603154421713236
"CACC_5","2",42.7021195810352,-0.00344178065181289,507.066382892621,16.5810668700167,0.0202184618460498,0.602647904478513
"CACC_5","2",43.173422063217,-0.00816816719159291,514.882754435327,16.5870427354152,0.00586899186318956,0.602165681029712
"CACC_5","2",43.6756497426778,-0.0119922789551851,523.213499724921,16.587303981577,-0.00402096721568999,0.601702229976286
"CACC_5","2",44.1684972058036,-0.00719851870189703,531.387776459654,16.5838992410509,-0.00927629208302544,0.601313676500005
"CACC_5","2",44.6375542796242,-0.00829227513454781,539.165461822603,16.5790092781648,-0.0113033882226484,0.601007803390663
"CACC_5","2",45.1391267024567,-0.00883195298131983,547.479592439393,16.5732361477719,-0.0115231661339053,0.600744814446744
"CACC_5","2",45.6033680202822,0.0037920374184596,555.172356175984,16.5680538057116,-0.0108716955177398,0.60055265727537
"CACC_5","2",46.1064787177431,0.00129621255186527,563.506613624948,16.5629683235943,-0.00951303448913194,0.600391350271159
"CACC_5","2",46.6133606753262,0.0102879528552295,571.900951356488,16.558730771392,-0.00664207098017036,0.600293126215303
"CACC_5","2",47.06925218441,0.0263451827107165,579.449498085437,16.5574574557366,0.00174925735936996,0.600311165918882
"CACC_5","2",47.5754241816172,0.0447286555455344,587.831222864186,16.5618422767005,0.0161192189861908,0.600454336227203
"CACC_5","2",48.0875968260375,0.0898238556118433,596.316723005698,16.5752376461761,0.0363781281598676,0.600750837433772
"CACC_5","2",48.5342858170039,0.0854250076883829,603.725036672249,16.5962394839805,0.0581756516811781,0.601140892138001
"CACC_5","2",49.0333390100672,0.119879129843209,612.016132362666,16.6343096357751,0.0970586515350968,0.60185206582267
"CACC_5","2",49.5,0.161104581462782,619.790908577681,16.6901618053234,0.143463982875059,0.602766024370963
"CACC_5","2",50,0.222555647010066,628.156374621048,16.776901240325,0.205501898404251,0.604056484558689
"CACC_5","3",0,0,0,0,0,NaN
"CACC_5","3",2.2731620858893,0.000137173830304232,6.67582988986965e-09,2.0713970413147e-07,5.58825113453516e-06,12.1703430670398
"CACC_5","3",2.7502170447821,0.0221547203355319,2.53960886433533e-05,0.000274039335187424,0.00258545919011491,4.1829131536867
"CACC_5","3",3.23025290328324,0.146962278072433,0.00128067364602063,0.00791227339430821,0.0406834093050333,2.18573134244416
"CACC_5","3",3.71371320825117,0.350125151043986,0.0138502629583495,0.0542821534955436,0.166983398075367,1.48426513790636
"CACC_5","3",4.21526145730054,0.592958816882958,0.0704743605949784,0.189935317589967,0.386820454391352,1.20071207779543
"CACC_5","3",4.7119227166534,0.81393913669262,0.223396059492005,0.448497655577981,0.659338189701493,1.05797879618418
"CACC_5","3",5.1688288982682,0.974549869148069,0.50615809862497,0.808767923141124,0.915470954874842,0.975504706003091
"CACC_5","3",5.6723913268142,1.09502087822309,1.04061685819072,1.33512864649189,1.16749049050592,0.912837862846962
"CACC_5","3",6.17562194892801,1.15768227378236,1.86929294230343,1.97484307179259,1.36465459583292,0.867231340850719
"CACC_5","3",6.63643070710099,1.17628373493661,2.92910922543986,2.63459650566615,1.49011303966629,0.834893447215218
"CACC_5","3",7.13923375478451,1.16772264123004,4.44615570215165,3.40660675915981,1.57203644244959,0.806675068449574
"CACC_5","3",7.61787673354234,1.14744078885764,6.25849065470295,4.16905366493721,1.60796012991244,0.784794050180522
"CACC_5","3",8.10459978204211,1.0996557038543,8.47859128023056,4.9538686983988,1.61131071808543,0.766043804322184
"CACC_5","3",8.60643169659283,1.02748831261333,11.1665255627121,5.75593924103141,1.579386796496,0.74920847055056
"CACC_5","3",9.09020849550836,0.957356752013698,14.1338280201132,6.50635917034849,1.51789057781068,0.734763695509118
"CACC_5","3",9.56631021798956,0.847271135624467,17.4004903237567,7.20920466596361,1.43030189703413,0.72182034193292
"CACC_5","3",10.0341573895038,0.75988147155128,20.9261739490169,7.85472446966641,1.32776848404568,0.710288542806678
"CACC_5","3",10.5376383163281,0.687955800522321,25.0444077144235,8.49498418621242,1.21676378929319,0.699264560574521
"CACC_5","3",11.0341619632796,0.647068312361347,29.4082389027206,9.07463891353368,1.12121076552599,0.689837456105604
"CACC_5","3",11.5,0.619372159469204,33.7545054463921,9.57994418918022,1.0515953792151,0.682259617202105
"CACC_5","3",12,0.592712780212457,38.6734921644551,10.091483263867,0.997063801536809,0.675289475436587
"CACC_5","3",12.5,0.569154479781872,43.8418633604167,10.5779658562471,0.948311360552724,0.669106871571729
"CACC_5","3",12.9718962899849,0.52175797526175,48.9373357758522,11.0137147408855,0.896595413437447,0.66370616539494
"CACC_5","3",13.4772409372212,0.448092872133087,54.6147536677706,11.4498042909547,0.825719978485826,0.658108064384879
"CACC_5","3",13.9490656643931,0.371732214824029,60.1060735318618,11.8207405955233,0.744335976263294,0.65297118546617
"CACC_5","3",14.4404902832925,0.312878110167186,66.0011907701197,12.1633087097244,0.647805538241306,0.647687184643261
"CACC_5","3",14.9487199522877,0.266477115451942,72.2621685599315,12.4663425204003,0.544869977951629,0.642413849781697
"CACC_5","3",15.4135158326465,0.204248052672039,78.1122896735455,12.7002577408578,0.464489662883012,0.638008415084917
"CACC_5","3",15.9050479980649,0.216801159841135,84.4082957431512,12.9127050396161,0.40422672040179,0.633980633370434
"CACC_5","3",16.378594303102,0.229437446963508,90.5669774083933,13.0956207872248,0.371435420388414,0.630769567961784
"CACC_5","3",16.8849576873681,0.229197411716147,97.2449818308105,13.2794964518709,0.356752569742913,0.627993114617965
"CACC_5","3",17.370389542518,0.22213818310108,103.733013895893,13.450779211604,0.347868401127975,0.625738985294067
"CACC_5","3",17.840242107329,0.199104452154538,110.090856193689,13.6112323251908,0.33360576579623,0.623754512443723
"CACC_5","3",18.3566269650482,0.254908099994164,117.163142564823,13.7786953925387,0.314388227049071,0.621799756031015
"CACC_5","3",18.837167793899,0.212660102108924,123.820224949147,13.9269743757848,0.302748895508844,0.620257904414026
"CACC_5","3",19.3068903669743,0.200342183911985,130.395209181895,14.0677182855379,0.296495110497564,0.618990757510471
"CACC_5","3",19.813403724718,0.197581913857656,137.558538256375,14.2167309642818,0.291613713320237,0.617824975374294
"CACC_5","3",20.2716222948798,0.23520929984304,144.103403302095,14.3495460046288,0.287389981686298,0.616917625783274
"CACC_5","3",20.7778430217351,0.237499469175988,151.404188844956,14.4944815203924,0.284230255999638,0.616061459096931
"CACC_5","3",21.2769240823847,0.188347126075509,158.67346342198,14.6358943974789,0.281401980245361,0.615320446235504
"CACC_5","3",21.7372095392501,0.227133461107022,165.439805944309,14.764320982411,0.275380705580225,0.614677675270299
"CACC_5","3",22.2474407671327,0.288931214365826,173.008599856089,14.9030881475519,0.266455381342741,0.614002288674147
"CACC_5","3",22.7211131097438,0.285624020843612,180.097524295321,15.0281141910878,0.259009060709212,0.613424044508847
"CACC_5","3",23.2021760806117,0.198553768424409,187.356836681374,15.1516260943842,0.25257913320553,0.612872266338251
"CACC_5","3",23.7119597102043,0.233743867826727,195.113371044104,15.2782416252603,0.242204189938234,0.612285227752083
"CACC_5","3",24.1747240127901,0.141689981658628,202.209206591795,15.3879224881589,0.229747292574179,0.61169930372234
"CACC_5","3",24.669054096515,0.137831874956602,209.843197698678,15.4964728950114,0.207490442744018,0.610952922663564
"CACC_5","3",25.1749972880786,0.116781353882756,217.708937541559,15.5944197991176,0.177982242038089,0.610057856963857
"CACC_5","3",25.6525354572192,0.192926149468309,225.175046902817,15.6723075780237,0.14630218316092,0.609126515154623
"CACC_5","3",26.1357939381157,0.133165818291532,232.764972243219,15.7371631038214,0.12243124168069,0.608258367452068
"CACC_5","3",26.6123607587896,0.248899505189668,240.278420317575,15.7941879831416,0.118522567697881,0.607710977412051
"CACC_5","3",27.1074422564731,0.217655013035625,248.113109181671,15.8573133193064,0.135184471511726,0.60746611831485
"CACC_5","3",27.6113148464338,0.160407842249461,256.121151360044,15.9297317122048,0.14789511733977,0.607272245428833
"CACC_5","3",28.0769730746694,0.133304571627249,263.555019219753,15.9982241616557,0.141488542131238,0.606925170838271
"CACC_5","3",28.5871499360611,0.148081506254225,271.734354230673,16.0638298150699,0.10954106376673,0.606204283834554
"CACC_5","3",29.069528744731,0.0103092167538867,279.494366725675,16.1061763394337,0.0612386248853344,0.605150313976864
"CACC_5","3",29.5330567052662,-0.0894707964267754,286.96452228248,16.1206580529386,-0.00176788916365863,0.603755889901678
"CACC_5","3",30.0383711803384,-0.141305808939543,295.107005885127,16.1001310980213,-0.0798367497340826,0.601910775810608
"CACC_5","3",30.5,-0.140930112977604,302.528412313698,16.0480949671404,-0.143786075909441,0.600142680727518
"CACC_5","3",31,-0.1722891010737,310.532238453428,15.9630857787541,-0.193093636999089,0.59834696091999
"CACC_5","3",31.5,-0.176776686377553,318.488276196998,15.8587071173864,-0.221396916462129,0.596792374918073
"CACC_5","3",31.9918594860108,-0.0522497696438639,326.261194720512,15.7468286456915,-0.231164014892394,0.595601176622965
"CACC_5","3",32.4732493889007,-0.0415185405626686,333.815298080641,15.6391876831696,-0.212688624171225,0.594979309851321
"CACC_5","3",32.948724096087,0.0566086215370624,341.228851030273,15.5482201223098,-0.167926410301621,0.594993622940422
